Amazon 出品サービス、フルフィルメント by Amazon (FBA),,,,,,,,,,,,,,,,,,,,,,,,,,,
指定のない場合、単位は円,,,,,,,,,,,,,,,,,,,,,,,,,,,
定義：,,,,,,,,,,,,,,,,,,,,,,,,,,,
売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税,,,,,,,,,,,,,,,,,,,,,,,,,,,
販売手数料：カテゴリー成約料と販売手数料が含まれます。,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付/時間,決済番号,トランザクションの種類,注文番号,SKU,説明,数量,Amazon 出品サービス,フルフィルメント,市町村,都道府県,郵便番号,税金徴収型,商品売上,商品の売上税,配送料,配送料の税金,ギフト包装手数料,ギフト包装クレジットの税金,Amazonポイントの費用,プロモーション割引額,プロモーション割引の税金,源泉徴収税を伴うマーケットプレイス,手数料,FBA 手数料,トランザクションに関するその他の手数料,その他,合計
2025/05/30 21:50:40 JST,12040198723,注文,249-3518412-7869418,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,神奈川県,252-033,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/05/31 1:26:20 JST,12040198723,注文,249-9870081-4144665,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,大阪府,560-004,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-675,0,0,"10,518"
2025/05/31 1:50:39 JST,12040198723,注文,249-5058054-1695041,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,116-001,,"4,355",435,418,42,0,0,-48,-418,-42,0,-626,-465,0,0,"3,651"
2025/05/31 3:10:58 JST,12040198723,注文,250-2925476-3019036,SHB004,ショルダーバッグ 撥水 防水 超軽量 メンズ 斜めがけ トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,神奈川県,222-003,,"3,173",317,0,0,0,0,-35,0,0,0,-457,-514,0,0,"2,484"
2025/05/31 4:13:09 JST,12040198723,注文,249-2512083-5788661,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,千葉県,299-114,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/05/31 9:06:47 JST,12040198723,注文,249-9225246-1049412,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,東京都,192-091,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/05/31 11:02:57 JST,12040198723,注文,503-7264633-4840608,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,栃木県,321-093,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-781,0,0,"10,412"
2025/05/31 14:07:47 JST,12040198723,注文,249-8325065-4934221,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,231-083,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-675,0,0,"10,518"
2025/05/31 14:07:47 JST,12040198723,注文,249-8325065-4934221,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,神奈川県,231-083,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/05/31 17:45:56 JST,12040198723,注文,250-4427244-7049422,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,東京都,168-008,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/05/31 18:10:11 JST,12040198723,注文,503-3446040-7937466,POC002-BK,ポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベル PEA,1,amazon.jp,Amazon,,大阪府,570-009,,"2,264",226,0,0,0,0,-25,0,0,0,-326,-455,0,0,"1,684"
2025/05/31 23:03:15 JST,12040198723,注文,503-9652306-1908627,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,大阪府,536-002,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/05/31 23:41:06 JST,12040198723,返金,249-8325065-4934221,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,231-083,,"-11,491","-1,149",0,0,0,0,126,0,0,0,"1,189",0,0,0,"-11,325"
2025/06/01 0:28:27 JST,12040198723,注文,503-8866226-9335865,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,213-001,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-675,0,0,"10,518"
2025/06/01 0:50:36 JST,12040198723,注文,249-4341445-8778246,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,",",千葉県,286-021,,"2,536",254,0,0,0,0,-28,0,0,0,-364,-318,0,0,"2,080"
2025/06/01 2:03:07 JST,12040198723,返金,249-8325065-4934221,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,神奈川県,231-083,,"-2,400",-240,0,0,0,0,26,0,0,0,311,0,0,0,"-2,303"
2025/06/01 4:49:52 JST,12040198723,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-50,374","-5,037","-55,411"
2025/06/01 6:33:41 JST,12040198723,注文,503-0567586-6394205,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,北海道,005-081,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-485,0,0,"3,631"
2025/06/01 7:50:26 JST,12040198723,注文,250-6978834-9176651,WPO,【2WAY miniサコッシュバッグ・ウエストポーチ・ボディバッグ】トラベル ハイキング 防水 撥水,1,amazon.jp,Amazon,,神奈川県,223-005,,"2,682",268,0,0,0,0,-30,0,0,0,-385,-455,0,0,"2,080"
2025/06/01 7:51:12 JST,12040198723,注文,249-1099524-8991007,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,静岡県,435-003,,"2,536",254,0,0,0,0,-28,0,0,0,-364,-318,0,0,"2,080"
2025/06/01 14:45:57 JST,12040198723,調整,249-5890785-0450247,SCB006-BK,FBA在庫の返金 - 購入者による返品:,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,733","1,733"
2025/06/01 17:28:07 JST,12040198723,注文,250-1101888-6877434,POC002-BK,ポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベル PEA,1,amazon.jp,Amazon,,神奈川県,241-000,,"2,264",226,0,0,0,0,-25,0,0,0,-326,-455,0,0,"1,684"
2025/06/01 18:25:31 JST,12040198723,注文,249-6689552-4793409,BPA001-BK,登山用リュック（バックパック）37L＋5L バックパック ハイキング トレッキング 耐水機能 超軽量 黒 防災 PEAKHUNT,1,amazon.jp,Amazon,,沖縄県,904-216,,"8,718",872,0,0,0,0,-96,0,0,0,"-1,122",-675,0,0,"7,697"
2025/06/01 19:45:14 JST,12040198723,注文,249-1483088-8866223,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,大阪府,571-005,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-781,0,0,"10,412"
2025/06/01 20:48:58 JST,12040198723,返金,249-1483088-8866223,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,大阪府,571-005,,"-11,491","-1,149",0,0,0,0,126,0,0,0,"1,189",0,0,0,"-11,325"
2025/06/02 0:07:47 JST,12040198723,注文,250-7095453-5713431,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,167-002,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/02 2:50:03 JST,12040198723,注文,503-0416212-1649441,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,171-002,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/02 2:55:42 JST,12040198723,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-8,707",-871,"-9,578"
2025/06/02 4:47:02 JST,12040198723,注文,250-0461747-4757445,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,長野県,396-011,,"2,173",217,0,0,0,0,-24,0,0,0,-312,-455,0,0,"1,599"
2025/06/02 4:51:29 JST,12040198723,注文,250-7207561-5409458,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,東京都,192-091,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-485,0,0,"3,631"
2025/06/02 7:57:50 JST,12040198723,注文,503-8722375-5266244,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,東京都,144-005,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-485,0,0,"3,631"
2025/06/02 15:03:02 JST,12040198723,注文,250-6447891-4178258,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,三重県,514-081,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/02 19:47:44 JST,12040198723,注文,503-7850576-6347012,POC002-BK,ポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベル PEA,1,amazon.jp,Amazon,,大阪府,573-007,,"1,991",199,0,0,0,0,0,0,0,0,-289,-455,0,0,"1,446"
2025/06/02 22:20:04 JST,12040198723,注文,503-8881992-9187809,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,山形県,999-520,,"2,536",254,0,0,0,0,-28,0,0,0,-364,-318,0,0,"2,080"
2025/06/03 0:48:22 JST,12040198723,注文,249-0050289-0153454,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,Kanagawa-ken,255-000,,"4,355",435,209,21,0,0,-48,-209,-21,0,-626,-465,0,0,"3,651"
2025/06/03 1:34:43 JST,12040198723,注文,250-9513254-1026232,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,",",愛知県,457-085,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/03 1:52:03 JST,12040198723,注文,249-6785454-4435810,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,愛知県,470-033,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/03 3:05:11 JST,12040198723,注文,503-1754113-3999050,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,長崎県,853-001,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/03 5:27:53 JST,12040198723,注文,249-2505225-1191827,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,東京都,208-000,,"2,173",217,0,0,0,0,-24,0,0,0,-312,-455,0,0,"1,599"
2025/06/03 20:48:50 JST,12040198723,注文,250-3933369-0583015,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,東京都,134-008,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/03 22:19:25 JST,12040198723,注文,503-2627029-2246218,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,神奈川県,235-002,,"2,718",272,0,0,0,0,-30,0,0,0,-391,-455,0,0,"2,114"
2025/06/03 23:30:21 JST,12040198723,注文,250-2774932-3571030,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,長野県,389-122,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/04 0:50:41 JST,12040198723,注文,250-6625803-9079828,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,三重県,510-123,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/04 1:09:39 JST,12040198723,注文,503-0853959-7880621,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,新潟県,950-210,,"4,136",414,0,0,0,0,0,0,0,0,-601,-465,0,0,"3,484"
2025/06/04 5:15:13 JST,12040198723,注文,249-9913912-6275843,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,神奈川県,245-001,,"4,355",435,418,42,0,0,-48,-418,-42,0,-626,-485,0,0,"3,631"
2025/06/04 8:21:06 JST,12040198723,注文,249-6795580-5231854,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,神奈川県,249-000,,"2,691",269,418,42,0,0,-30,0,0,0,-387,-945,0,0,"2,058"
2025/06/04 8:48:30 JST,12040198723,注文,250-0517851-0267851,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,栃木県,321-210,,"2,691",269,53,5,0,0,-30,-53,-5,0,-387,-485,0,0,"2,058"
2025/06/04 15:07:08 JST,12040198723,注文,249-2163972-2219033,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,香川県,761-220,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/06/04 17:50:35 JST,12040198723,注文,249-7171032-4146207,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,東京都,203-004,,"3,182",318,0,0,0,0,-35,0,0,0,-458,-318,0,0,"2,689"
2025/06/04 22:39:05 JST,12040198723,注文,250-3864056-2983813,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,三重県,510-123,,"2,718",272,0,0,0,0,-30,0,0,0,-391,-455,0,0,"2,114"
2025/06/04 23:57:37 JST,12040198723,注文,250-0180612-0895015,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,高知県,780-093,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/06/05 2:39:33 JST,12040198723,注文,250-0165629-4006260,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,神奈川県,233-001,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/06/05 3:36:59 JST,12040198723,注文,249-2555744-5461449,SCB007-BK,サコッシュ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント (約 横2,1,amazon.jp,Amazon,,北海道,065-000,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/06/05 11:57:01 JST,12040198723,注文,249-0251308-0146225,DAX005,リュック バックパック（X-PAC） 50L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,224-005,,"17,000","1,700",0,0,0,0,-187,0,0,0,"-1,717",-781,0,0,"16,015"
2025/06/05 19:37:07 JST,12040198723,注文,249-5471085-7282237,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,東京都,133-005,,"14,364","1,436",0,0,0,0,-158,0,0,0,"-1,528",-675,0,0,"13,439"
2025/06/05 20:53:46 JST,12040198723,注文,250-3864056-2983813,BPO001-BK,登山バーナー食料ポーチ入れ コッヘル 軽量 丸洗い 黒 ハイキング トレッキング PEAKHUNT(ピークハント）…,1,amazon.jp,Amazon,,三重県,510-123,,"2,264",226,0,0,0,0,-25,0,0,0,-326,-485,0,0,"1,654"
2025/06/06 3:32:10 JST,12040198723,注文,503-1214891-7795026,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,兵庫県,661-097,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/06/06 16:26:13 JST,12052232033,注文,250-5356274-2348648,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,神奈川県,252-081,,"2,718",272,0,0,0,0,-30,0,0,0,-391,-455,0,0,"2,114"
2025/06/07 0:43:54 JST,12052232033,注文,250-1273549-5311832,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,大阪府,561-083,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/07 1:21:56 JST,12052232033,FBA 在庫関連の手数料,,,FBA在庫保管手数料:,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,522","-4,522"
2025/06/07 3:26:48 JST,12052232033,注文,503-3214590-1287860,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,162-083,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/06/07 3:34:44 JST,12052232033,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-50,005","-5,001","-55,006"
2025/06/07 4:10:34 JST,12052232033,注文,249-0050289-0153454,BPA001-BK,登山用リュック（バックパック）37L＋5L バックパック ハイキング トレッキング 耐水機能 超軽量 黒 防災 PEAKHUNT,1,amazon.jp,Amazon,,Kanagawa-ken,255-000,,"8,718",872,209,21,0,0,-96,-209,-21,0,"-1,122",-675,0,0,"7,697"
2025/06/07 13:14:00 JST,12052232033,注文,249-9498817-3792616,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,東京都,114-000,,"3,182",318,0,0,0,0,-35,0,0,0,-458,-318,0,0,"2,689"
2025/06/07 14:16:34 JST,12052232033,注文,249-2872303-8793403,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,千葉県,277-087,,"3,182",318,0,0,0,0,-35,0,0,0,-458,-318,0,0,"2,689"
2025/06/08 0:55:29 JST,12052232033,注文,503-4374092-0283858,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,埼玉県,352-003,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/06/08 3:18:36 JST,12052232033,注文,250-6722270-2362221,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,福岡県,839-085,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/06/08 6:10:37 JST,12052232033,注文,250-0532361-9334210,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,静岡県,410-214,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/08 7:42:24 JST,12052232033,注文,249-1778107-9924645,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,千葉県,290-014,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/08 10:21:33 JST,12052232033,注文,249-4827743-2739803,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,大阪府,536-000,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/08 12:32:23 JST,12052232033,注文,249-6068733-1207833,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,114-000,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/08 13:59:24 JST,12052232033,注文,250-6008132-5943024,WPO,【2WAY miniサコッシュバッグ・ウエストポーチ・ボディバッグ】トラベル ハイキング 防水 撥水,1,amazon.jp,Amazon,,茨城県,314-000,,"2,682",268,0,0,0,0,-30,0,0,0,-385,-455,0,0,"2,080"
2025/06/08 14:15:41 JST,12052232033,注文,503-4650436-5791049,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,千葉県,262-004,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/08 17:12:18 JST,12052232033,注文,249-3375989-1936664,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,宮城県,989-632,,"2,691",269,209,21,0,0,-30,-209,-21,0,-387,-485,0,0,"2,058"
2025/06/08 23:25:51 JST,12052232033,注文,503-6644870-0437464,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,神奈川県,230-003,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/06/09 10:25:24 JST,12052232033,振込み,,,末尾が388のアカウントへ,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-237,078","-237,078"
2025/06/09 11:06:08 JST,12052232033,注文,249-0026763-4563008,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,愛知県,466-081,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-485,0,0,"3,631"
2025/06/09 11:53:10 JST,12052232033,注文,250-2047801-7322246,SHB004,ショルダーバッグ 撥水 防水 超軽量 メンズ 斜めがけ トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,東京都,176-000,,"3,173",317,0,0,0,0,-35,0,0,0,-457,-514,0,0,"2,484"
2025/06/09 12:23:06 JST,12052232033,返金,250-2922011-4667035,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,愛知県,475-083,,"-2,173",-217,0,0,0,0,24,0,0,0,281,0,0,0,"-2,085"
2025/06/09 15:04:24 JST,12052232033,注文,249-1982597-1789435,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,Shizuoka-ken,430-091,,"4,355",435,0,0,0,0,-48,0,0,0,-626,-465,0,0,"3,651"
2025/06/09 15:39:36 JST,12052232033,注文,250-1403263-7277425,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,青森県,039-350,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
